job_id,job_title,job_description,skills_required,certifications,industry,experience_level,education_required
2326,IoT Engineer 2326,"We are hiring a IoT Engineer in the Defense industry. Candidate should have strong skills in Communication, Content Creation, Project Management and demonstrate professional competency.","Communication, Content Creation, Project Management",AWS Certified,Defense,Mid-Level,MBBS
2327,Textile Engineer 2327,"We are hiring a Textile Engineer in the Government industry. Candidate should have strong skills in Leadership, Cybersecurity, SQL and demonstrate professional competency.","Leadership, Cybersecurity, SQL",TEFL,Government,Executive,Diploma
2328,Pharmacist 2328,"We are hiring a Pharmacist in the Media industry. Candidate should have strong skills in Java, Public Speaking, Communication and demonstrate professional competency.","Java, Public Speaking, Communication",Chartered Accountant,Media,Senior,Diploma
2329,Marketing Manager 2329,"We are hiring a Marketing Manager in the Healthcare industry. Candidate should have strong skills in Problem Solving, Java, Teaching and demonstrate professional competency.","Problem Solving, Java, Teaching",AWS Certified,Healthcare,Manager,PhD
2330,Software Developer 2330,"We are hiring a Software Developer in the Agriculture industry. Candidate should have strong skills in Sales Strategy, Data Analysis, Marketing and demonstrate professional competency.","Sales Strategy, Data Analysis, Marketing",Microsoft Azure,Agriculture,Junior,12th Pass
2331,Environmental Engineer 2331,"We are hiring a Environmental Engineer in the Healthcare industry. Candidate should have strong skills in Machine Operation, Public Speaking, SQL and demonstrate professional competency.","Machine Operation, Public Speaking, SQL",AWS Certified,Healthcare,Senior,ITI
2332,Environmental Engineer 2332,"We are hiring a Environmental Engineer in the Education industry. Candidate should have strong skills in Cloud Computing, Sales Strategy, SQL and demonstrate professional competency.","Cloud Computing, Sales Strategy, SQL",TEFL,Education,Fresher,12th Pass
2333,Cloud Engineer 2333,"We are hiring a Cloud Engineer in the Construction industry. Candidate should have strong skills in Patient Care, Cybersecurity, Cloud Computing and demonstrate professional competency.","Patient Care, Cybersecurity, Cloud Computing",Microsoft Azure,Construction,Junior,MBA
2334,Quality Assurance Officer 2334,"We are hiring a Quality Assurance Officer in the Media industry. Candidate should have strong skills in Leadership, Patient Care, Public Speaking and demonstrate professional competency.","Leadership, Patient Care, Public Speaking",PMP,Media,Junior,12th Pass
2335,Nurse 2335,"We are hiring a Nurse in the Manufacturing industry. Candidate should have strong skills in Communication, Excel, Problem Solving and demonstrate professional competency.","Communication, Excel, Problem Solving",Google Data Analytics,Manufacturing,Manager,12th Pass
2336,Farmer 2336,"We are hiring a Farmer in the E-commerce industry. Candidate should have strong skills in Machine Operation, Public Speaking, Marketing and demonstrate professional competency.","Machine Operation, Public Speaking, Marketing",Chartered Accountant,E-commerce,Senior,MBA
2337,Librarian 2337,"We are hiring a Librarian in the Real Estate industry. Candidate should have strong skills in Leadership, Machine Operation, Data Analysis and demonstrate professional competency.","Leadership, Machine Operation, Data Analysis",Six Sigma,Real Estate,Manager,MBBS
2338,NGO Coordinator 2338,"We are hiring a NGO Coordinator in the E-commerce industry. Candidate should have strong skills in Public Speaking, Cloud Computing, Sales Strategy and demonstrate professional competency.","Public Speaking, Cloud Computing, Sales Strategy",Chartered Accountant,E-commerce,Mid-Level,BCom
2339,Interior Designer 2339,"We are hiring a Interior Designer in the Legal industry. Candidate should have strong skills in Patient Care, Excel, Cybersecurity and demonstrate professional competency.","Patient Care, Excel, Cybersecurity",First Aid Certified,Legal,Junior,B.Ed
2340,Data Analyst 2340,"We are hiring a Data Analyst in the Telecommunications industry. Candidate should have strong skills in Public Speaking, Content Creation, Accounting and demonstrate professional competency.","Public Speaking, Content Creation, Accounting",Six Sigma,Telecommunications,Manager,B.Ed
2341,Marine Biologist 2341,"We are hiring a Marine Biologist in the Finance industry. Candidate should have strong skills in Sales Strategy, Accounting, SQL and demonstrate professional competency.","Sales Strategy, Accounting, SQL",Microsoft Azure,Finance,Junior,B.Tech
2342,Nurse 2342,"We are hiring a Nurse in the Automobile industry. Candidate should have strong skills in Accounting, Project Management, Marketing and demonstrate professional competency.","Accounting, Project Management, Marketing",Chartered Accountant,Automobile,Mid-Level,MBBS
2343,Dentist 2343,"We are hiring a Dentist in the Manufacturing industry. Candidate should have strong skills in Public Speaking, Accounting, C++ and demonstrate professional competency.","Public Speaking, Accounting, C++",Chartered Accountant,Manufacturing,Manager,ITI
2344,News Reporter 2344,"We are hiring a News Reporter in the Legal industry. Candidate should have strong skills in Data Analysis, SQL, Patient Care and demonstrate professional competency.","Data Analysis, SQL, Patient Care",Scrum Master,Legal,Junior,ITI
2345,Agricultural Officer 2345,"We are hiring a Agricultural Officer in the Pharmaceutical industry. Candidate should have strong skills in Python, SQL, AutoCAD and demonstrate professional competency.","Python, SQL, AutoCAD",Chartered Accountant,Pharmaceutical,Mid-Level,12th Pass
2346,Marine Biologist 2346,"We are hiring a Marine Biologist in the Media industry. Candidate should have strong skills in Excel, Marketing, Problem Solving and demonstrate professional competency.","Excel, Marketing, Problem Solving",TEFL,Media,Manager,MBA
2347,Fashion Designer 2347,"We are hiring a Fashion Designer in the Finance industry. Candidate should have strong skills in Patient Care, Java, Machine Operation and demonstrate professional competency.","Patient Care, Java, Machine Operation",PMP,Finance,Manager,MBBS
2348,Travel Consultant 2348,"We are hiring a Travel Consultant in the Construction industry. Candidate should have strong skills in Data Analysis, Public Speaking, Communication and demonstrate professional competency.","Data Analysis, Public Speaking, Communication",First Aid Certified,Construction,Manager,MBBS
2349,Factory Supervisor 2349,"We are hiring a Factory Supervisor in the Healthcare industry. Candidate should have strong skills in AutoCAD, Machine Operation, Marketing and demonstrate professional competency.","AutoCAD, Machine Operation, Marketing",TEFL,Healthcare,Mid-Level,BSc
2350,Stock Broker 2350,"We are hiring a Stock Broker in the Education industry. Candidate should have strong skills in AutoCAD, Communication, C++ and demonstrate professional competency.","AutoCAD, Communication, C++",Cisco CCNA,Education,Manager,BA
2351,Marketing Manager 2351,"We are hiring a Marketing Manager in the Legal industry. Candidate should have strong skills in SQL, Marketing, Machine Operation and demonstrate professional competency.","SQL, Marketing, Machine Operation",Chartered Accountant,Legal,Junior,Diploma
2352,Supply Chain Manager 2352,"We are hiring a Supply Chain Manager in the Legal industry. Candidate should have strong skills in Data Analysis, Teaching, Java and demonstrate professional competency.","Data Analysis, Teaching, Java",Six Sigma,Legal,Manager,MBBS
2353,Pharmacist 2353,"We are hiring a Pharmacist in the IT industry. Candidate should have strong skills in Patient Care, SQL, AutoCAD and demonstrate professional competency.","Patient Care, SQL, AutoCAD",Google Data Analytics,IT,Manager,BCom
2354,Doctor 2354,"We are hiring a Doctor in the IT industry. Candidate should have strong skills in Accounting, Sales Strategy, Content Creation and demonstrate professional competency.","Accounting, Sales Strategy, Content Creation",Digital Marketing Certification,IT,Senior,ITI
2355,Doctor 2355,"We are hiring a Doctor in the Hospitality industry. Candidate should have strong skills in Patient Care, Java, SQL and demonstrate professional competency.","Patient Care, Java, SQL",Microsoft Azure,Hospitality,Mid-Level,MBA
2356,Civil Engineer 2356,"We are hiring a Civil Engineer in the Real Estate industry. Candidate should have strong skills in SQL, Python, Leadership and demonstrate professional competency.","SQL, Python, Leadership",Digital Marketing Certification,Real Estate,Junior,ITI
2357,Financial Analyst 2357,"We are hiring a Financial Analyst in the Telecommunications industry. Candidate should have strong skills in Project Management, Customer Service, AutoCAD and demonstrate professional competency.","Project Management, Customer Service, AutoCAD",Chartered Accountant,Telecommunications,Manager,PhD
2358,Marketing Manager 2358,"We are hiring a Marketing Manager in the IT industry. Candidate should have strong skills in Patient Care, Public Speaking, Content Creation and demonstrate professional competency.","Patient Care, Public Speaking, Content Creation",AWS Certified,IT,Mid-Level,BCom
2359,News Reporter 2359,"We are hiring a News Reporter in the Defense industry. Candidate should have strong skills in Data Analysis, Communication, Content Creation and demonstrate professional competency.","Data Analysis, Communication, Content Creation",Chartered Accountant,Defense,Senior,ITI
2360,Geologist 2360,"We are hiring a Geologist in the Agriculture industry. Candidate should have strong skills in AutoCAD, Sales Strategy, Content Creation and demonstrate professional competency.","AutoCAD, Sales Strategy, Content Creation",Six Sigma,Agriculture,Senior,MSc
2361,Chef 2361,"We are hiring a Chef in the Education industry. Candidate should have strong skills in Data Analysis, Public Speaking, Communication and demonstrate professional competency.","Data Analysis, Public Speaking, Communication",TEFL,Education,Fresher,MBA
2362,Electrician 2362,"We are hiring a Electrician in the Automobile industry. Candidate should have strong skills in Teaching, Cloud Computing, Public Speaking and demonstrate professional competency.","Teaching, Cloud Computing, Public Speaking",Six Sigma,Automobile,Senior,B.Ed
2363,Delivery Executive 2363,"We are hiring a Delivery Executive in the Defense industry. Candidate should have strong skills in Excel, Cybersecurity, Patient Care and demonstrate professional competency.","Excel, Cybersecurity, Patient Care",Chartered Accountant,Defense,Mid-Level,PhD
2364,Video Editor 2364,"We are hiring a Video Editor in the Transportation industry. Candidate should have strong skills in Java, Customer Service, Accounting and demonstrate professional competency.","Java, Customer Service, Accounting",AWS Certified,Transportation,Mid-Level,BCom
2365,Cybersecurity Analyst 2365,"We are hiring a Cybersecurity Analyst in the Energy industry. Candidate should have strong skills in Data Analysis, Project Management, Python and demonstrate professional competency.","Data Analysis, Project Management, Python",Cisco CCNA,Energy,Executive,BSc
2366,Supply Chain Manager 2366,"We are hiring a Supply Chain Manager in the Telecommunications industry. Candidate should have strong skills in Cybersecurity, Cloud Computing, Content Creation and demonstrate professional competency.","Cybersecurity, Cloud Computing, Content Creation",Digital Marketing Certification,Telecommunications,Junior,MBBS
2367,News Reporter 2367,"We are hiring a News Reporter in the IT industry. Candidate should have strong skills in Teaching, C++, AutoCAD and demonstrate professional competency.","Teaching, C++, AutoCAD",IELTS,IT,Executive,Diploma
2368,Research Scientist 2368,"We are hiring a Research Scientist in the Transportation industry. Candidate should have strong skills in Patient Care, Communication, Sales Strategy and demonstrate professional competency.","Patient Care, Communication, Sales Strategy",PMP,Transportation,Executive,B.Ed
2369,Mechanical Engineer 2369,"We are hiring a Mechanical Engineer in the Healthcare industry. Candidate should have strong skills in Java, Excel, Cloud Computing and demonstrate professional competency.","Java, Excel, Cloud Computing",PMP,Healthcare,Junior,B.Tech
2370,News Reporter 2370,"We are hiring a News Reporter in the Construction industry. Candidate should have strong skills in C++, Content Creation, AutoCAD and demonstrate professional competency.","C++, Content Creation, AutoCAD",PMP,Construction,Junior,BCom
2371,Dentist 2371,"We are hiring a Dentist in the Hospitality industry. Candidate should have strong skills in Problem Solving, Cloud Computing, C++ and demonstrate professional competency.","Problem Solving, Cloud Computing, C++",Scrum Master,Hospitality,Fresher,BCom
2372,Bank Manager 2372,"We are hiring a Bank Manager in the Legal industry. Candidate should have strong skills in Sales Strategy, Accounting, Cloud Computing and demonstrate professional competency.","Sales Strategy, Accounting, Cloud Computing",Chartered Accountant,Legal,Fresher,MBBS
2373,Recruiter 2373,"We are hiring a Recruiter in the E-commerce industry. Candidate should have strong skills in Data Analysis, Communication, Machine Operation and demonstrate professional competency.","Data Analysis, Communication, Machine Operation",First Aid Certified,E-commerce,Junior,B.Tech
2374,News Reporter 2374,"We are hiring a News Reporter in the Government industry. Candidate should have strong skills in Machine Operation, AutoCAD, Patient Care and demonstrate professional competency.","Machine Operation, AutoCAD, Patient Care",TEFL,Government,Mid-Level,12th Pass
2375,Mechanical Engineer 2375,"We are hiring a Mechanical Engineer in the Finance industry. Candidate should have strong skills in Data Analysis, Cybersecurity, Sales Strategy and demonstrate professional competency.","Data Analysis, Cybersecurity, Sales Strategy",PMP,Finance,Executive,BA
2376,Agricultural Officer 2376,"We are hiring a Agricultural Officer in the Retail industry. Candidate should have strong skills in Communication, Excel, Leadership and demonstrate professional competency.","Communication, Excel, Leadership",Cisco CCNA,Retail,Junior,MBBS
2377,Hotel Manager 2377,"We are hiring a Hotel Manager in the Finance industry. Candidate should have strong skills in Cloud Computing, Patient Care, Excel and demonstrate professional competency.","Cloud Computing, Patient Care, Excel",AWS Certified,Finance,Senior,MBA
2378,Social Worker 2378,"We are hiring a Social Worker in the Healthcare industry. Candidate should have strong skills in Communication, SQL, Accounting and demonstrate professional competency.","Communication, SQL, Accounting",Cisco CCNA,Healthcare,Manager,MBBS
2379,Supply Chain Manager 2379,"We are hiring a Supply Chain Manager in the Healthcare industry. Candidate should have strong skills in Leadership, Communication, AutoCAD and demonstrate professional competency.","Leadership, Communication, AutoCAD",Google Data Analytics,Healthcare,Fresher,BA
2380,IoT Engineer 2380,"We are hiring a IoT Engineer in the Pharmaceutical industry. Candidate should have strong skills in Marketing, AutoCAD, Excel and demonstrate professional competency.","Marketing, AutoCAD, Excel",IELTS,Pharmaceutical,Fresher,PhD
2381,Professor 2381,"We are hiring a Professor in the Retail industry. Candidate should have strong skills in Java, Communication, Leadership and demonstrate professional competency.","Java, Communication, Leadership",Google Data Analytics,Retail,Mid-Level,MSc
2382,Retail Store Manager 2382,"We are hiring a Retail Store Manager in the Education industry. Candidate should have strong skills in Content Creation, C++, Sales Strategy and demonstrate professional competency.","Content Creation, C++, Sales Strategy",First Aid Certified,Education,Executive,B.Tech
2383,Police Officer 2383,"We are hiring a Police Officer in the Education industry. Candidate should have strong skills in Python, AutoCAD, Marketing and demonstrate professional competency.","Python, AutoCAD, Marketing",Google Data Analytics,Education,Executive,MBBS
2384,AI Engineer 2384,"We are hiring a AI Engineer in the Media industry. Candidate should have strong skills in Cloud Computing, Excel, Sales Strategy and demonstrate professional competency.","Cloud Computing, Excel, Sales Strategy",Microsoft Azure,Media,Junior,MSc
2385,Cybersecurity Analyst 2385,"We are hiring a Cybersecurity Analyst in the Automobile industry. Candidate should have strong skills in Accounting, Python, Patient Care and demonstrate professional competency.","Accounting, Python, Patient Care",Cisco CCNA,Automobile,Mid-Level,B.Tech
2386,Agricultural Officer 2386,"We are hiring a Agricultural Officer in the E-commerce industry. Candidate should have strong skills in Excel, Cloud Computing, Teaching and demonstrate professional competency.","Excel, Cloud Computing, Teaching",PMP,E-commerce,Manager,MBBS
2387,Sales Executive 2387,"We are hiring a Sales Executive in the IT industry. Candidate should have strong skills in Customer Service, Patient Care, Python and demonstrate professional competency.","Customer Service, Patient Care, Python",AWS Certified,IT,Mid-Level,ITI
2388,Yoga Instructor 2388,"We are hiring a Yoga Instructor in the Defense industry. Candidate should have strong skills in Project Management, Python, Customer Service and demonstrate professional competency.","Project Management, Python, Customer Service",PMP,Defense,Mid-Level,PhD
2389,Software Developer 2389,"We are hiring a Software Developer in the Transportation industry. Candidate should have strong skills in Sales Strategy, Marketing, AutoCAD and demonstrate professional competency.","Sales Strategy, Marketing, AutoCAD",Digital Marketing Certification,Transportation,Mid-Level,Diploma
2390,Doctor 2390,"We are hiring a Doctor in the Retail industry. Candidate should have strong skills in Patient Care, Data Analysis, Content Creation and demonstrate professional competency.","Patient Care, Data Analysis, Content Creation",Cisco CCNA,Retail,Senior,BSc
2391,Environmental Engineer 2391,"We are hiring a Environmental Engineer in the Energy industry. Candidate should have strong skills in Patient Care, Customer Service, Project Management and demonstrate professional competency.","Patient Care, Customer Service, Project Management",First Aid Certified,Energy,Executive,B.Tech
2392,Quality Assurance Officer 2392,"We are hiring a Quality Assurance Officer in the Media industry. Candidate should have strong skills in Public Speaking, Java, Customer Service and demonstrate professional competency.","Public Speaking, Java, Customer Service",Scrum Master,Media,Junior,Diploma
2393,Police Officer 2393,"We are hiring a Police Officer in the E-commerce industry. Candidate should have strong skills in AutoCAD, Content Creation, Public Speaking and demonstrate professional competency.","AutoCAD, Content Creation, Public Speaking",Chartered Accountant,E-commerce,Mid-Level,MSc
2394,Marketing Manager 2394,"We are hiring a Marketing Manager in the Legal industry. Candidate should have strong skills in Cybersecurity, Machine Operation, Java and demonstrate professional competency.","Cybersecurity, Machine Operation, Java",Google Data Analytics,Legal,Executive,B.Ed
2395,Production Manager 2395,"We are hiring a Production Manager in the Legal industry. Candidate should have strong skills in C++, Data Analysis, Problem Solving and demonstrate professional competency.","C++, Data Analysis, Problem Solving",Chartered Accountant,Legal,Junior,MBBS
2396,AI Engineer 2396,"We are hiring a AI Engineer in the Energy industry. Candidate should have strong skills in Cybersecurity, Data Analysis, Machine Operation and demonstrate professional competency.","Cybersecurity, Data Analysis, Machine Operation",Scrum Master,Energy,Junior,ITI
2397,Accountant 2397,"We are hiring a Accountant in the Defense industry. Candidate should have strong skills in Cloud Computing, Marketing, Python and demonstrate professional competency.","Cloud Computing, Marketing, Python",Six Sigma,Defense,Junior,PhD
2398,Blockchain Developer 2398,"We are hiring a Blockchain Developer in the Education industry. Candidate should have strong skills in Cybersecurity, Teaching, Customer Service and demonstrate professional competency.","Cybersecurity, Teaching, Customer Service",Chartered Accountant,Education,Fresher,Diploma
2399,Data Analyst 2399,"We are hiring a Data Analyst in the Construction industry. Candidate should have strong skills in Python, AutoCAD, Project Management and demonstrate professional competency.","Python, AutoCAD, Project Management",AWS Certified,Construction,Senior,Diploma
2400,Data Analyst 2400,"We are hiring a Data Analyst in the Finance industry. Candidate should have strong skills in Data Analysis, Marketing, Excel and demonstrate professional competency.","Data Analysis, Marketing, Excel",Microsoft Azure,Finance,Executive,BA
2401,Pilot 2401,"We are hiring a Pilot in the Telecommunications industry. Candidate should have strong skills in AutoCAD, Sales Strategy, Problem Solving and demonstrate professional competency.","AutoCAD, Sales Strategy, Problem Solving",First Aid Certified,Telecommunications,Manager,BA
2402,Police Officer 2402,"We are hiring a Police Officer in the Energy industry. Candidate should have strong skills in Java, Cloud Computing, Problem Solving and demonstrate professional competency.","Java, Cloud Computing, Problem Solving",Chartered Accountant,Energy,Fresher,B.Tech
2403,Animator 2403,"We are hiring a Animator in the Retail industry. Candidate should have strong skills in Marketing, Project Management, Machine Operation and demonstrate professional competency.","Marketing, Project Management, Machine Operation",TEFL,Retail,Mid-Level,BCom
2404,HR Manager 2404,"We are hiring a HR Manager in the E-commerce industry. Candidate should have strong skills in Communication, AutoCAD, Marketing and demonstrate professional competency.","Communication, AutoCAD, Marketing",Microsoft Azure,E-commerce,Executive,MBBS
2405,Event Planner 2405,"We are hiring a Event Planner in the E-commerce industry. Candidate should have strong skills in Excel, Sales Strategy, AutoCAD and demonstrate professional competency.","Excel, Sales Strategy, AutoCAD",Chartered Accountant,E-commerce,Manager,Diploma
2406,Game Developer 2406,"We are hiring a Game Developer in the Telecommunications industry. Candidate should have strong skills in Marketing, Machine Operation, Problem Solving and demonstrate professional competency.","Marketing, Machine Operation, Problem Solving",Digital Marketing Certification,Telecommunications,Executive,B.Ed
2407,Electrician 2407,"We are hiring a Electrician in the IT industry. Candidate should have strong skills in Data Analysis, Java, Patient Care and demonstrate professional competency.","Data Analysis, Java, Patient Care",Cisco CCNA,IT,Executive,B.Tech
2408,Psychologist 2408,"We are hiring a Psychologist in the Hospitality industry. Candidate should have strong skills in Content Creation, Communication, AutoCAD and demonstrate professional competency.","Content Creation, Communication, AutoCAD",IELTS,Hospitality,Senior,ITI
2409,Professor 2409,"We are hiring a Professor in the E-commerce industry. Candidate should have strong skills in Marketing, Patient Care, Leadership and demonstrate professional competency.","Marketing, Patient Care, Leadership",AWS Certified,E-commerce,Senior,BCom
2410,Civil Engineer 2410,"We are hiring a Civil Engineer in the Energy industry. Candidate should have strong skills in Cybersecurity, Public Speaking, Cloud Computing and demonstrate professional competency.","Cybersecurity, Public Speaking, Cloud Computing",Six Sigma,Energy,Fresher,12th Pass
2411,Chef 2411,"We are hiring a Chef in the Media industry. Candidate should have strong skills in Customer Service, SQL, Content Creation and demonstrate professional competency.","Customer Service, SQL, Content Creation",Six Sigma,Media,Junior,B.Tech
2412,Construction Supervisor 2412,"We are hiring a Construction Supervisor in the IT industry. Candidate should have strong skills in Accounting, C++, Excel and demonstrate professional competency.","Accounting, C++, Excel",Six Sigma,IT,Manager,MBA
2413,Mechanical Engineer 2413,"We are hiring a Mechanical Engineer in the Agriculture industry. Candidate should have strong skills in Cloud Computing, Content Creation, Problem Solving and demonstrate professional competency.","Cloud Computing, Content Creation, Problem Solving",PMP,Agriculture,Executive,12th Pass
2414,Automobile Engineer 2414,"We are hiring a Automobile Engineer in the Telecommunications industry. Candidate should have strong skills in Java, Leadership, C++ and demonstrate professional competency.","Java, Leadership, C++",TEFL,Telecommunications,Fresher,BA
2415,Teacher 2415,"We are hiring a Teacher in the Manufacturing industry. Candidate should have strong skills in Cybersecurity, C++, Cloud Computing and demonstrate professional competency.","Cybersecurity, C++, Cloud Computing",AWS Certified,Manufacturing,Junior,BSc
2416,Stock Broker 2416,"We are hiring a Stock Broker in the Manufacturing industry. Candidate should have strong skills in Content Creation, Marketing, Cloud Computing and demonstrate professional competency.","Content Creation, Marketing, Cloud Computing",AWS Certified,Manufacturing,Fresher,B.Tech
2417,Air Hostess 2417,"We are hiring a Air Hostess in the E-commerce industry. Candidate should have strong skills in Java, Teaching, Communication and demonstrate professional competency.","Java, Teaching, Communication",PMP,E-commerce,Executive,BCom
2418,UI/UX Designer 2418,"We are hiring a UI/UX Designer in the Automobile industry. Candidate should have strong skills in Cloud Computing, SQL, Customer Service and demonstrate professional competency.","Cloud Computing, SQL, Customer Service",Digital Marketing Certification,Automobile,Executive,BSc
2419,Supply Chain Manager 2419,"We are hiring a Supply Chain Manager in the Education industry. Candidate should have strong skills in SQL, Machine Operation, Marketing and demonstrate professional competency.","SQL, Machine Operation, Marketing",TEFL,Education,Junior,BA
2420,Bank Manager 2420,"We are hiring a Bank Manager in the Legal industry. Candidate should have strong skills in Machine Operation, AutoCAD, Excel and demonstrate professional competency.","Machine Operation, AutoCAD, Excel",Google Data Analytics,Legal,Senior,BCom
2421,Biomedical Engineer 2421,"We are hiring a Biomedical Engineer in the Healthcare industry. Candidate should have strong skills in SQL, Cloud Computing, Patient Care and demonstrate professional competency.","SQL, Cloud Computing, Patient Care",Google Data Analytics,Healthcare,Junior,B.Tech
2422,Biomedical Engineer 2422,"We are hiring a Biomedical Engineer in the Agriculture industry. Candidate should have strong skills in Python, AutoCAD, Customer Service and demonstrate professional competency.","Python, AutoCAD, Customer Service",Digital Marketing Certification,Agriculture,Senior,B.Tech
2423,Hotel Manager 2423,"We are hiring a Hotel Manager in the Telecommunications industry. Candidate should have strong skills in Communication, Data Analysis, Content Creation and demonstrate professional competency.","Communication, Data Analysis, Content Creation",Google Data Analytics,Telecommunications,Executive,Diploma
2424,Factory Supervisor 2424,"We are hiring a Factory Supervisor in the Media industry. Candidate should have strong skills in Project Management, Communication, Data Analysis and demonstrate professional competency.","Project Management, Communication, Data Analysis",IELTS,Media,Junior,MBBS
2425,Automobile Engineer 2425,"We are hiring a Automobile Engineer in the Government industry. Candidate should have strong skills in Java, Customer Service, Python and demonstrate professional competency.","Java, Customer Service, Python",PMP,Government,Senior,BA
2426,Electrician 2426,"We are hiring a Electrician in the Manufacturing industry. Candidate should have strong skills in Communication, AutoCAD, Leadership and demonstrate professional competency.","Communication, AutoCAD, Leadership",IELTS,Manufacturing,Manager,B.Ed
2427,Lab Technician 2427,"We are hiring a Lab Technician in the Automobile industry. Candidate should have strong skills in Java, Data Analysis, Patient Care and demonstrate professional competency.","Java, Data Analysis, Patient Care",Scrum Master,Automobile,Executive,12th Pass
2428,Quality Assurance Officer 2428,"We are hiring a Quality Assurance Officer in the Retail industry. Candidate should have strong skills in Excel, Project Management, Machine Operation and demonstrate professional competency.","Excel, Project Management, Machine Operation",Chartered Accountant,Retail,Executive,PhD
2429,Construction Supervisor 2429,"We are hiring a Construction Supervisor in the E-commerce industry. Candidate should have strong skills in Marketing, Data Analysis, C++ and demonstrate professional competency.","Marketing, Data Analysis, C++",IELTS,E-commerce,Executive,MBA
2430,Photographer 2430,"We are hiring a Photographer in the E-commerce industry. Candidate should have strong skills in Communication, Project Management, Sales Strategy and demonstrate professional competency.","Communication, Project Management, Sales Strategy",Digital Marketing Certification,E-commerce,Senior,MBBS
2431,Robotics Engineer 2431,"We are hiring a Robotics Engineer in the Real Estate industry. Candidate should have strong skills in Teaching, Cloud Computing, Cybersecurity and demonstrate professional competency.","Teaching, Cloud Computing, Cybersecurity",Microsoft Azure,Real Estate,Fresher,MBA
2432,IoT Engineer 2432,"We are hiring a IoT Engineer in the Construction industry. Candidate should have strong skills in Customer Service, Excel, AutoCAD and demonstrate professional competency.","Customer Service, Excel, AutoCAD",Scrum Master,Construction,Manager,B.Tech
2433,Tour Guide 2433,"We are hiring a Tour Guide in the Pharmaceutical industry. Candidate should have strong skills in Project Management, Communication, Excel and demonstrate professional competency.","Project Management, Communication, Excel",Digital Marketing Certification,Pharmaceutical,Senior,BA
2434,Logistics Coordinator 2434,"We are hiring a Logistics Coordinator in the IT industry. Candidate should have strong skills in Project Management, Accounting, Leadership and demonstrate professional competency.","Project Management, Accounting, Leadership",AWS Certified,IT,Manager,B.Ed
2435,Content Writer 2435,"We are hiring a Content Writer in the IT industry. Candidate should have strong skills in Python, Java, Content Creation and demonstrate professional competency.","Python, Java, Content Creation",IELTS,IT,Senior,B.Ed
2436,Doctor 2436,"We are hiring a Doctor in the Legal industry. Candidate should have strong skills in Cloud Computing, SQL, Marketing and demonstrate professional competency.","Cloud Computing, SQL, Marketing",Microsoft Azure,Legal,Junior,BSc
2437,ML Engineer 2437,"We are hiring a ML Engineer in the Healthcare industry. Candidate should have strong skills in Cybersecurity, C++, Machine Operation and demonstrate professional competency.","Cybersecurity, C++, Machine Operation",TEFL,Healthcare,Mid-Level,MBA
2438,Data Analyst 2438,"We are hiring a Data Analyst in the Pharmaceutical industry. Candidate should have strong skills in Marketing, Customer Service, Python and demonstrate professional competency.","Marketing, Customer Service, Python",IELTS,Pharmaceutical,Manager,PhD
2439,ML Engineer 2439,"We are hiring a ML Engineer in the Legal industry. Candidate should have strong skills in Java, Excel, C++ and demonstrate professional competency.","Java, Excel, C++",Digital Marketing Certification,Legal,Senior,BA
2440,Interior Designer 2440,"We are hiring a Interior Designer in the Legal industry. Candidate should have strong skills in C++, Python, Customer Service and demonstrate professional competency.","C++, Python, Customer Service",First Aid Certified,Legal,Fresher,12th Pass
2441,Software Developer 2441,"We are hiring a Software Developer in the Finance industry. Candidate should have strong skills in Java, Cybersecurity, Project Management and demonstrate professional competency.","Java, Cybersecurity, Project Management",Google Data Analytics,Finance,Mid-Level,12th Pass
2442,Fitness Trainer 2442,"We are hiring a Fitness Trainer in the Legal industry. Candidate should have strong skills in Java, Marketing, Cloud Computing and demonstrate professional competency.","Java, Marketing, Cloud Computing",Six Sigma,Legal,Executive,B.Ed
2443,Geologist 2443,"We are hiring a Geologist in the Legal industry. Candidate should have strong skills in Marketing, Teaching, Cloud Computing and demonstrate professional competency.","Marketing, Teaching, Cloud Computing",Google Data Analytics,Legal,Fresher,BA
2444,Graphic Designer 2444,"We are hiring a Graphic Designer in the Retail industry. Candidate should have strong skills in Sales Strategy, Cybersecurity, Leadership and demonstrate professional competency.","Sales Strategy, Cybersecurity, Leadership",Scrum Master,Retail,Fresher,B.Tech
2445,Bank Manager 2445,"We are hiring a Bank Manager in the Real Estate industry. Candidate should have strong skills in Content Creation, Cloud Computing, Data Analysis and demonstrate professional competency.","Content Creation, Cloud Computing, Data Analysis",Google Data Analytics,Real Estate,Mid-Level,PhD
2446,Fashion Designer 2446,"We are hiring a Fashion Designer in the Legal industry. Candidate should have strong skills in C++, Excel, Leadership and demonstrate professional competency.","C++, Excel, Leadership",IELTS,Legal,Manager,12th Pass
2447,Farmer 2447,"We are hiring a Farmer in the Legal industry. Candidate should have strong skills in Java, Cybersecurity, Leadership and demonstrate professional competency.","Java, Cybersecurity, Leadership",First Aid Certified,Legal,Manager,BA
2448,IoT Engineer 2448,"We are hiring a IoT Engineer in the Agriculture industry. Candidate should have strong skills in C++, Marketing, Project Management and demonstrate professional competency.","C++, Marketing, Project Management",First Aid Certified,Agriculture,Manager,MBA
